Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,2.3,,,1.2,4.3,C1,T3,NS002,BOC04,RAC02,104,
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3,,,2.5,3.6,C1,T3,NS002,BOC04,RAC01,104,
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3,,,2.1,4.1,C1,T3,NS002,BOC03,AGE05,104,
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,10.1,,,8.1,12.5,C1,T3,NS002,BOC03,AGE06,104,
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,2.8,,,2.4,3.3,C1,T3,NS002,BOC01,OVR01,104,
2007,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,,,C1,T3,NS002,BOC03,AGE01,104,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,4.2,,,1.6,10.5,C1,T3,NS002,BOC04,RAC04,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.5,,,0.3,0.9,C1,T3,NS002,BOC03,AGE04,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,4,,,3.5,4.5,C1,T3,NS002,BOC04,RAC01,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,4,,,3.2,5,C1,T3,NS002,BOC03,AGE05,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.9,,,3.5,4.4,C1,T3,NS002,BOC01,OVR01,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.3,,,1.8,2.9,C1,T3,NS002,BOC02,GEN02,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5.8,,,4.9,6.9,C1,T3,NS002,BOC02,GEN01,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,13.4,,,11.5,15.6,C1,T3,NS002,BOC03,AGE06,103,
2000,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,1.6,,,1.3,2,C1,T6,NS003,BOC04,RAC01,101,
2000,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.5,,,2.6,4.7,C1,T6,NS003,BOC04,RAC02,102,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.1,,,1.8,5.3,C1,T3,NS002,BOC04,RAC02,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,5.8,,,2.7,12,C1,T3,NS002,BOC04,RAC07,103,
2008,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.1,,,0,0.9,C1,T3,NS002,BOC03,AGE01,103,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.8,,,0.2,2.6,C1,T3,NS002,BOC03,AGE04,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,2.5,,,1.7,3.6,C1,T3,NS002,BOC03,AGE05,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,2.3,,,1.2,4.2,C1,T3,NS002,BOC04,RAC02,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,1.7,,,0.6,4.9,C1,T3,NS002,BOC04,RAC07,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.2,,,2.7,3.9,C1,T3,NS002,BOC01,OVR01,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,3.8,,,2.1,6.9,C1,T3,NS002,BOC04,RAC04,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,,,C1,T3,NS002,BOC03,AGE01,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.3,,,2.6,4.1,C1,T3,NS002,BOC04,RAC01,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,12.2,,,9.300000000000001,15.8,C1,T3,NS002,BOC03,AGE06,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,1.9,,,1.3,2.6,C1,T3,NS002,BOC02,GEN02,101,
2008,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5,,,3.9,6.2,C1,T3,NS002,BOC02,GEN01,101,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.8,,,2.9,4.8,C1,T3,NS002,BOC04,RAC02,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5.7,,,4.9,6.7,C1,T3,NS002,BOC02,GEN01,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,1.2,,,0.7,1.9,C1,T3,NS002,BOC03,AGE04,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,4.2,,,3.7,4.9,C1,T3,NS002,BOC01,OVR01,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,4.5,,,3.6,5.6,C1,T3,NS002,BOC03,AGE05,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,4.6,,,3.8,5.4,C1,T3,NS002,BOC04,RAC01,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.4,,,1,5.9,C1,T3,NS002,BOC04,RAC07,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,0,0.1,C1,T3,NS002,BOC03,AGE01,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,13,,,11.1,15.2,C1,T3,NS002,BOC03,AGE06,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,3,,,2.4,3.7,C1,T3,NS002,BOC02,GEN02,102,
2008,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.7,,,1.8,3.9,C1,T3,NS002,BOC04,RAC04,102,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.6,,,1.8,3.7,C1,T3,NS002,BOC04,RAC07,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.9,,,3.5,4.3,C1,T3,NS002,BOC04,RAC01,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.5,,,2.2,2.8,C1,T3,NS002,BOC02,GEN02,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.7,,,3.4,4,C1,T3,NS002,BOC01,OVR01,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,12.4,,,11.3,13.6,C1,T3,NS002,BOC03,AGE06,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.8,,,0.5,1.1,C1,T3,NS002,BOC03,AGE04,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,3.3,,,2.5,4.3,C1,T3,NS002,BOC04,RAC04,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.3,,,2.6,4,C1,T3,NS002,BOC04,RAC02,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.7,,,3.2,4.3,C1,T3,NS002,BOC03,AGE05,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5.2,,,4.7,5.7,C1,T3,NS002,BOC02,GEN01,0,
2008,US,United States,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.1,,,0,0.3,C1,T3,NS002,BOC03,AGE01,0,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,1.7,,,0.7,4.1,C1,T3,NS002,BOC04,RAC02,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,3.8,,,3,4.8,C1,T3,NS002,BOC02,GEN01,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.4,,,1.8,3.3,C1,T3,NS002,BOC02,GEN02,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,3.6,,,2.3,5.7,C1,T3,NS002,BOC04,RAC04,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,10.4,,,8.199999999999999,12.9,C1,T3,NS002,BOC03,AGE06,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.2,,,0,1.4,C1,T3,NS002,BOC03,AGE01,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.3,,,2.3,4.5,C1,T3,NS002,BOC03,AGE05,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.2,,,1.3,3.5,C1,T3,NS002,BOC04,RAC07,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.2,,,2.5,4,C1,T3,NS002,BOC04,RAC01,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.1,,,2.6,3.8,C1,T3,NS002,BOC01,OVR01,104,
2008,WEST,West,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.4,,,0.2,0.9,C1,T3,NS002,BOC03,AGE04,104,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.6,,,2.2,3.2,C1,T3,NS002,BOC02,GEN02,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.9,,,1.2,6.7,C1,T3,NS002,BOC04,RAC04,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.9,,,3.4,4.4,C1,T3,NS002,BOC01,OVR01,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,4.6,,,3.6,5.8,C1,T3,NS002,BOC03,AGE05,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.6,,,3.1,4.2,C1,T3,NS002,BOC04,RAC01,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,12.1,,,9.9,14.6,C1,T3,NS002,BOC03,AGE06,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.5,,,0.2,1.2,C1,T3,NS002,BOC03,AGE04,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,,,C1,T3,NS002,BOC03,AGE01,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,5.3,,,2.5,10.8,C1,T3,NS002,BOC04,RAC07,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5.2,,,4.3,6.3,C1,T3,NS002,BOC02,GEN01,103,
2007,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,,,C1,T6,NS003,BOC03,AGE01,103,
2009,MDW,Midwest,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,5.1,,,3.6,7.2,C1,T3,NS002,BOC04,RAC02,103,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,0.9,,,0.3,2.6,C1,T3,NS002,BOC04,RAC07,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.8,,,0.3,2.4,C1,T3,NS002,BOC03,AGE04,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.5,,,1.4,4.5,C1,T3,NS002,BOC04,RAC04,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0,,,,,C1,T3,NS002,BOC03,AGE01,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,4.4,,,3.3,5.7,C1,T3,NS002,BOC02,GEN01,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,1.7,,,1.2,2.3,C1,T3,NS002,BOC02,GEN02,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,2.3,,,1.3,4.2,C1,T3,NS002,BOC04,RAC02,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.1,,,2.4,4,C1,T3,NS002,BOC04,RAC01,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.1,,,2.3,4.2,C1,T3,NS002,BOC03,AGE05,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,2.9,,,2.3,3.6,C1,T3,NS002,BOC01,OVR01,101,
2009,NRE,Northeast,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,9.1,,,7.1,11.5,C1,T3,NS002,BOC03,AGE06,101,
2009,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.9,,,3.1,4.8,C1,T3,NS002,BOC03,AGE05,102,
2009,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.8,,,2.4,3.3,C1,T3,NS002,BOC02,GEN02,102,
2009,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,4,,,3.5,4.5,C1,T3,NS002,BOC04,RAC01,102,
2009,SOU,South,NHIS,Million Hearts®,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.2,,,0,0.7,C1,T3,NS002,BOC03,AGE01,102,
